dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_134_rnc,S,Random,0,1633,0,120,4,1
oml_dataset_134_rnc,SDVC,Random,0,2294,0,120,4,1
oml_dataset_134_rnc,SMVF,Random,0,2774,0,120,4,1
oml_dataset_134_rnc,SSN,Random,0,4926,0,120,4,1
oml_dataset_134_rnc,SCV,Random,0,2521,0,120,4,1
oml_dataset_134_rnc,SDVCMVF,Random,0,3564,0,120,4,1
oml_dataset_134_rnc,SDVCSN,Random,0,5591,0,120,4,1
oml_dataset_134_rnc,SMVFSN,Random,0,6070,0,120,4,1
oml_dataset_134_rnc,SMVFCV,Random,0,3665,0,120,4,1
oml_dataset_134_rnc,SSNCV,Random,0,5818,0,120,4,1
oml_dataset_134_rnc,ALL,Random,0,7027,0,120,4,1
