dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_136_rnc,S,Random,0,1633,0,120,4,1
oml_dataset_136_rnc,SDVC,Random,0,2290,0,120,4,1
oml_dataset_136_rnc,SMVF,Random,0,2774,0,120,4,1
oml_dataset_136_rnc,SSN,Random,0,4901,0,120,4,1
oml_dataset_136_rnc,SCV,Random,0,2545,0,120,4,1
oml_dataset_136_rnc,SDVCMVF,Random,0,3560,0,120,4,1
oml_dataset_136_rnc,SDVCSN,Random,0,5562,0,120,4,1
oml_dataset_136_rnc,SMVFSN,Random,0,6045,0,120,4,1
oml_dataset_136_rnc,SMVFCV,Random,0,3689,0,120,4,1
oml_dataset_136_rnc,SSNCV,Random,0,5817,0,120,4,1
oml_dataset_136_rnc,ALL,Random,0,7007,0,120,4,1
